year,month,day,hour,GS1,GS2,GS3,GS4,GS5,GS6,GS7,SRP,SHV,KPCM,BTB,BMC,STR,TKO,KPT,KPS
2016,1,1,16,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,1,17,88.7,88.7,66.5,44.3,66.5,44.3,80,49,26.9,31.6,38.1,14.1,8.8,13.5,12.9,24.6
2016,1,1,18,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,1,19,90.7,90.7,68,45.3,68,45.3,81.9,50,27.6,32.3,38.9,14.4,9,13.8,13.2,25.2
2016,1,1,20,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,1,21,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,1,22,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,1,1,23,79.9,79.9,59.9,39.9,59.9,39.9,72.1,44,24.3,28.5,34.3,12.7,7.9,12.1,11.6,22.2
2016,1,1,24,75.7,75.7,56.8,37.9,56.8,37.9,68.4,42,23,27,32.5,12,7.5,11.5,11,21
2016,1,2,1,64.5,64.5,48.4,32.3,48.4,32.3,58.3,35,19.6,23,27.7,10.2,6.4,9.8,9.4,17.9
2016,1,2,2,62.7,62.7,47.1,31.4,47.1,31.4,56.7,34,19.1,22.4,26.9,9.9,6.2,9.5,9.1,17.4
2016,1,2,3,60.3,60.3,45.2,30.2,45.2,30.2,54.5,33,18.3,21.5,25.9,9.6,6,9.2,8.8,16.7
2016,1,2,4,58.9,58.9,44.2,29.5,44.2,29.5,53.2,32,17.9,21,25.3,9.3,5.8,9,8.6,16.3
2016,1,2,5,58.7,58.7,44,29.3,44,29.3,53,32,17.8,20.9,25.2,9.3,5.8,8.9,8.5,16.3
2016,1,2,6,60.2,60.2,45.2,30.1,45.2,30.1,54.4,33,18.3,21.5,25.8,9.5,6,9.1,8.7,16.7
2016,1,2,7,72.3,72.3,54.2,36.1,54.2,36.1,65.3,40,22,25.8,31,11.5,7.2,11,10.5,20
2016,1,2,8,86.1,86.1,64.6,43.1,64.6,43.1,77.8,47,26.2,30.7,37,13.7,8.5,13.1,12.5,23.9
2016,1,2,9,93.2,93.2,69.9,46.6,69.9,46.6,84.2,51,28.3,33.3,40,14.8,9.2,14.2,13.5,25.9
2016,1,2,10,93.4,93.4,70,46.7,70,46.7,84.3,51,28.4,33.3,40.1,14.8,9.2,14.2,13.6,25.9
2016,1,2,11,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,1,2,12,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,2,13,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,2,14,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,1,2,15,92.3,92.3,69.3,46.2,69.3,46.2,83.4,51,28.1,32.9,39.6,14.6,9.1,14,13.4,25.6
2016,1,2,16,87.8,87.8,65.8,43.9,65.8,43.9,79.2,48,26.7,31.3,37.7,13.9,8.7,13.3,12.8,24.3
2016,1,2,17,79.8,79.8,59.8,39.9,59.8,39.9,72,44,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,2,18,76.8,76.8,57.6,38.4,57.6,38.4,69.4,42,23.3,27.4,33,12.2,7.6,11.7,11.2,21.3
2016,1,2,19,81.7,81.7,61.3,40.8,61.3,40.8,73.7,45,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,2,20,81.9,81.9,61.4,41,61.4,41,74,45,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,2,21,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,1,2,22,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,1,2,23,71.9,71.9,53.9,35.9,53.9,35.9,64.9,39,21.8,25.6,30.9,11.4,7.1,10.9,10.4,19.9
2016,1,2,24,68.2,68.2,51.2,34.1,51.2,34.1,61.6,37,20.7,24.3,29.3,10.8,6.8,10.4,9.9,18.9
2016,1,3,1,64.5,64.5,48.4,32.3,48.4,32.3,58.3,35,19.6,23,27.7,10.2,6.4,9.8,9.4,17.9
2016,1,3,2,62.7,62.7,47.1,31.4,47.1,31.4,56.7,34,19.1,22.4,26.9,9.9,6.2,9.5,9.1,17.4
2016,1,3,3,60.3,60.3,45.2,30.2,45.2,30.2,54.5,33,18.3,21.5,25.9,9.6,6,9.2,8.8,16.7
2016,1,3,4,58.9,58.9,44.2,29.5,44.2,29.5,53.2,32,17.9,21,25.3,9.3,5.8,9,8.6,16.3
2016,1,3,5,58.7,58.7,44,29.3,44,29.3,53,32,17.8,20.9,25.2,9.3,5.8,8.9,8.5,16.3
2016,1,3,6,60.2,60.2,45.2,30.1,45.2,30.1,54.4,33,18.3,21.5,25.8,9.5,6,9.1,8.7,16.7
2016,1,3,7,72.3,72.3,54.2,36.1,54.2,36.1,65.3,40,22,25.8,31,11.5,7.2,11,10.5,20
2016,1,3,8,86.1,86.1,64.6,43.1,64.6,43.1,77.8,47,26.2,30.7,37,13.7,8.5,13.1,12.5,23.9
2016,1,3,9,93.2,93.2,69.9,46.6,69.9,46.6,84.2,51,28.3,33.3,40,14.8,9.2,14.2,13.5,25.9
2016,1,3,10,93.4,93.4,70,46.7,70,46.7,84.3,51,28.4,33.3,40.1,14.8,9.2,14.2,13.6,25.9
2016,1,3,11,89,89,66.8,44.5,66.8,44.5,80.4,49,27.1,31.8,38.2,14.1,8.8,13.5,12.9,24.7
2016,1,3,12,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,3,13,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,3,14,96.4,96.4,72.3,48.2,72.3,48.2,87,53,29.3,34.4,41.4,15.3,9.6,14.6,14,26.7
2016,1,3,15,92.3,92.3,69.3,46.2,69.3,46.2,83.4,51,28.1,32.9,39.6,14.6,9.1,14,13.4,25.6
2016,1,3,16,87.8,87.8,65.8,43.9,65.8,43.9,79.2,48,26.7,31.3,37.7,13.9,8.7,13.3,12.8,24.3
2016,1,3,17,79.8,79.8,59.8,39.9,59.8,39.9,72,44,24.2,28.4,34.2,12.6,7.9,12.1,11.6,22.1
2016,1,3,18,76.8,76.8,57.6,38.4,57.6,38.4,69.4,42,23.3,27.4,33,12.2,7.6,11.7,11.2,21.3
2016,1,3,19,81.7,81.7,61.3,40.8,61.3,40.8,73.7,45,24.8,29.1,35.1,12.9,8.1,12.4,11.9,22.7
2016,1,3,20,81.9,81.9,61.4,41,61.4,41,74,45,24.9,29.2,35.2,13,8.1,12.4,11.9,22.7
2016,1,3,21,83.7,83.7,62.8,41.9,62.8,41.9,75.6,46,25.4,29.9,35.9,13.3,8.3,12.7,12.2,23.2
2016,1,3,22,78.1,78.1,58.6,39.1,58.6,39.1,70.5,43,23.7,27.9,33.5,12.4,7.7,11.9,11.4,21.7
2016,1,3,23,71.9,71.9,53.9,35.9,53.9,35.9,64.9,39,21.8,25.6,30.9,11.4,7.1,10.9,10.4,19.9
2016,1,3,24,68.2,68.2,51.2,34.1,51.2,34.1,61.6,37,20.7,24.3,29.3,10.8,6.8,10.4,9.9,18.9
2016,1,4,1,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,1,4,2,69.7,69.7,52.3,34.9,52.3,34.9,63,38,21.2,24.9,29.9,11.1,6.9,10.6,10.1,19.3
2016,1,4,3,67.1,67.1,50.3,33.5,50.3,33.5,60.6,37,20.4,23.9,28.8,10.6,6.6,10.2,9.7,18.6
2016,1,4,4,65.5,65.5,49.2,32.8,49.2,32.8,59.2,36,19.9,23.4,28.1,10.4,6.5,10,9.5,18.2
2016,1,4,5,65.3,65.3,49,32.6,49,32.6,58.9,36,19.8,23.3,28,10.3,6.5,9.9,9.5,18.1
2016,1,4,6,66.9,66.9,50.2,33.5,50.2,33.5,60.4,37,20.3,23.9,28.7,10.6,6.6,10.2,9.7,18.6
2016,1,4,7,80.3,80.3,60.2,40.1,60.2,40.1,72.5,44,24.4,28.6,34.5,12.7,8,12.2,11.7,22.3
2016,1,4,8,95.6,95.6,71.7,47.8,71.7,47.8,86.4,52,29.1,34.1,41.1,15.2,9.5,14.5,13.9,26.5
2016,1,4,9,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,4,10,103.6,103.6,77.7,51.8,77.7,51.8,93.6,57,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,4,11,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,1,4,12,94.9,94.9,71.2,47.4,71.2,47.4,85.7,52,28.8,33.8,40.7,15,9.4,14.4,13.8,26.3
2016,1,4,13,103.3,103.3,77.4,51.6,77.4,51.6,93.2,57,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,4,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,1,4,15,102.6,102.6,77,51.3,77,51.3,92.7,56,31.2,36.6,44.1,16.3,10.2,15.6,14.9,28.5
2016,1,4,16,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,4,17,88.7,88.7,66.5,44.3,66.5,44.3,80,49,26.9,31.6,38.1,14.1,8.8,13.5,12.9,24.6
2016,1,4,18,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,4,19,90.7,90.7,68,45.3,68,45.3,81.9,50,27.6,32.3,38.9,14.4,9,13.8,13.2,25.2
2016,1,4,20,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,4,21,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,4,22,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,1,4,23,79.9,79.9,59.9,39.9,59.9,39.9,72.1,44,24.3,28.5,34.3,12.7,7.9,12.1,11.6,22.2
2016,1,4,24,75.7,75.7,56.8,37.9,56.8,37.9,68.4,42,23,27,32.5,12,7.5,11.5,11,21
2016,1,5,1,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,1,5,2,69.7,69.7,52.3,34.9,52.3,34.9,63,38,21.2,24.9,29.9,11.1,6.9,10.6,10.1,19.3
2016,1,5,3,67.1,67.1,50.3,33.5,50.3,33.5,60.6,37,20.4,23.9,28.8,10.6,6.6,10.2,9.7,18.6
2016,1,5,4,65.5,65.5,49.2,32.8,49.2,32.8,59.2,36,19.9,23.4,28.1,10.4,6.5,10,9.5,18.2
2016,1,5,5,65.3,65.3,49,32.6,49,32.6,58.9,36,19.8,23.3,28,10.3,6.5,9.9,9.5,18.1
2016,1,5,6,66.9,66.9,50.2,33.5,50.2,33.5,60.4,37,20.3,23.9,28.7,10.6,6.6,10.2,9.7,18.6
2016,1,5,7,80.3,80.3,60.2,40.1,60.2,40.1,72.5,44,24.4,28.6,34.5,12.7,8,12.2,11.7,22.3
2016,1,5,8,95.6,95.6,71.7,47.8,71.7,47.8,86.4,52,29.1,34.1,41.1,15.2,9.5,14.5,13.9,26.5
2016,1,5,9,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,5,10,103.6,103.6,77.7,51.8,77.7,51.8,93.6,57,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,5,11,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,1,5,12,94.9,94.9,71.2,47.4,71.2,47.4,85.7,52,28.8,33.8,40.7,15,9.4,14.4,13.8,26.3
2016,1,5,13,103.3,103.3,77.4,51.6,77.4,51.6,93.2,57,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,5,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,1,5,15,102.6,102.6,77,51.3,77,51.3,92.7,56,31.2,36.6,44.1,16.3,10.2,15.6,14.9,28.5
2016,1,5,16,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,5,17,88.7,88.7,66.5,44.3,66.5,44.3,80,49,26.9,31.6,38.1,14.1,8.8,13.5,12.9,24.6
2016,1,5,18,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,5,19,90.7,90.7,68,45.3,68,45.3,81.9,50,27.6,32.3,38.9,14.4,9,13.8,13.2,25.2
2016,1,5,20,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,5,21,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,5,22,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,1,5,23,79.9,79.9,59.9,39.9,59.9,39.9,72.1,44,24.3,28.5,34.3,12.7,7.9,12.1,11.6,22.2
2016,1,5,24,75.7,75.7,56.8,37.9,56.8,37.9,68.4,42,23,27,32.5,12,7.5,11.5,11,21
2016,1,6,1,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,1,6,2,69.7,69.7,52.3,34.9,52.3,34.9,63,38,21.2,24.9,29.9,11.1,6.9,10.6,10.1,19.3
2016,1,6,3,67.1,67.1,50.3,33.5,50.3,33.5,60.6,37,20.4,23.9,28.8,10.6,6.6,10.2,9.7,18.6
2016,1,6,4,65.5,65.5,49.2,32.8,49.2,32.8,59.2,36,19.9,23.4,28.1,10.4,6.5,10,9.5,18.2
2016,1,6,5,65.3,65.3,49,32.6,49,32.6,58.9,36,19.8,23.3,28,10.3,6.5,9.9,9.5,18.1
2016,1,6,6,66.9,66.9,50.2,33.5,50.2,33.5,60.4,37,20.3,23.9,28.7,10.6,6.6,10.2,9.7,18.6
2016,1,6,7,80.3,80.3,60.2,40.1,60.2,40.1,72.5,44,24.4,28.6,34.5,12.7,8,12.2,11.7,22.3
2016,1,6,8,95.6,95.6,71.7,47.8,71.7,47.8,86.4,52,29.1,34.1,41.1,15.2,9.5,14.5,13.9,26.5
2016,1,6,9,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,6,10,103.6,103.6,77.7,51.8,77.7,51.8,93.6,57,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,6,11,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,1,6,12,94.9,94.9,71.2,47.4,71.2,47.4,85.7,52,28.8,33.8,40.7,15,9.4,14.4,13.8,26.3
2016,1,6,13,103.3,103.3,77.4,51.6,77.4,51.6,93.2,57,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,6,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,1,6,15,102.6,102.6,77,51.3,77,51.3,92.7,56,31.2,36.6,44.1,16.3,10.2,15.6,14.9,28.5
2016,1,6,16,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,6,17,88.7,88.7,66.5,44.3,66.5,44.3,80,49,26.9,31.6,38.1,14.1,8.8,13.5,12.9,24.6
2016,1,6,18,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,6,19,90.7,90.7,68,45.3,68,45.3,81.9,50,27.6,32.3,38.9,14.4,9,13.8,13.2,25.2
2016,1,6,20,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,6,21,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,6,22,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,1,6,23,79.9,79.9,59.9,39.9,59.9,39.9,72.1,44,24.3,28.5,34.3,12.7,7.9,12.1,11.6,22.2
2016,1,6,24,75.7,75.7,56.8,37.9,56.8,37.9,68.4,42,23,27,32.5,12,7.5,11.5,11,21
2016,1,7,1,71.6,71.6,53.7,35.8,53.7,35.8,64.7,39,21.8,25.6,30.8,11.4,7.1,10.9,10.4,19.9
2016,1,7,2,69.7,69.7,52.3,34.9,52.3,34.9,63,38,21.2,24.9,29.9,11.1,6.9,10.6,10.1,19.3
2016,1,7,3,67.1,67.1,50.3,33.5,50.3,33.5,60.6,37,20.4,23.9,28.8,10.6,6.6,10.2,9.7,18.6
2016,1,7,4,65.5,65.5,49.2,32.8,49.2,32.8,59.2,36,19.9,23.4,28.1,10.4,6.5,10,9.5,18.2
2016,1,7,5,65.3,65.3,49,32.6,49,32.6,58.9,36,19.8,23.3,28,10.3,6.5,9.9,9.5,18.1
2016,1,7,6,66.9,66.9,50.2,33.5,50.2,33.5,60.4,37,20.3,23.9,28.7,10.6,6.6,10.2,9.7,18.6
2016,1,7,7,80.3,80.3,60.2,40.1,60.2,40.1,72.5,44,24.4,28.6,34.5,12.7,8,12.2,11.7,22.3
2016,1,7,8,95.6,95.6,71.7,47.8,71.7,47.8,86.4,52,29.1,34.1,41.1,15.2,9.5,14.5,13.9,26.5
2016,1,7,9,103.5,103.5,77.6,51.8,77.6,51.8,93.5,57,31.5,36.9,44.4,16.4,10.3,15.7,15,28.7
2016,1,7,10,103.6,103.6,77.7,51.8,77.7,51.8,93.6,57,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,7,11,98.8,98.8,74.1,49.4,74.1,49.4,89.2,54,30,35.2,42.4,15.7,9.8,15,14.4,27.4
2016,1,7,12,94.9,94.9,71.2,47.4,71.2,47.4,85.7,52,28.8,33.8,40.7,15,9.4,14.4,13.8,26.3
2016,1,7,13,103.3,103.3,77.4,51.6,77.4,51.6,93.2,57,31.4,36.8,44.3,16.4,10.2,15.7,15,28.6
2016,1,7,14,107.1,107.1,80.3,53.5,80.3,53.5,96.7,59,32.5,38.2,46,17,10.6,16.3,15.6,29.7
2016,1,7,15,102.6,102.6,77,51.3,77,51.3,92.7,56,31.2,36.6,44.1,16.3,10.2,15.6,14.9,28.5
2016,1,7,16,97.5,97.5,73.2,48.8,73.2,48.8,88.1,53,29.6,34.8,41.9,15.5,9.7,14.8,14.2,27.1
2016,1,7,17,88.7,88.7,66.5,44.3,66.5,44.3,80,49,26.9,31.6,38.1,14.1,8.8,13.5,12.9,24.6
2016,1,7,18,85.4,85.4,64,42.7,64,42.7,77.1,47,25.9,30.4,36.6,13.5,8.5,13,12.4,23.7
2016,1,7,19,90.7,90.7,68,45.3,68,45.3,81.9,50,27.6,32.3,38.9,14.4,9,13.8,13.2,25.2
2016,1,7,20,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,7,21,93,93,69.7,46.5,69.7,46.5,83.9,51,28.2,33.2,39.9,14.7,9.2,14.1,13.5,25.8
2016,1,7,22,86.9,86.9,65.2,43.4,65.2,43.4,78.4,48,26.4,31,37.3,13.8,8.6,13.2,12.6,24.1
2016,1,7,23,79.9,79.9,59.9,39.9,59.9,39.9,72.1,44,24.3,28.5,34.3,12.7,7.9,12.1,11.6,22.2
2016,1,7,24,75.7,75.7,56.8,37.9,56.8,37.9,68.4,42,23,27,32.5,12,7.5,11.5,11,21
2016,1,8,1,72,72,54,36,54,36,65,39,21.9,25.7,30.9,11.4,7.1,10.9,10.5,20
2016,1,8,2,70,70,52.5,35,52.5,35,63.2,38,21.3,25,30,11.1,6.9,10.6,10.2,19.4
2016,1,8,3,67.3,67.3,50.5,33.7,50.5,33.7,60.8,37,20.5,24,28.9,10.7,6.7,10.2,9.8,18.7
2016,1,8,4,65.8,65.8,49.3,32.9,49.3,32.9,59.4,36,20,23.5,28.2,10.4,6.5,10,9.6,18.3
2016,1,8,5,65.5,65.5,49.2,32.8,49.2,32.8,59.2,36,19.9,23.4,28.1,10.4,6.5,10,9.5,18.2
2016,1,8,6,67.2,67.2,50.4,33.6,50.4,33.6,60.7,37,20.4,24,28.8,10.7,6.7,10.2,9.8,18.6
2016,1,8,7,80.5,80.5,60.4,40.3,60.4,40.3,72.7,44,24.5,28.7,34.6,12.8,8,12.2,11.7,22.3
2016,1,8,8,96.1,96.1,72.1,48.1,72.1,48.1,86.8,53,29.2,34.3,41.3,15.2,9.5,14.6,14,26.7
2016,1,8,9,104,104,78,52,78,52,93.9,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,8,10,104.2,104.2,78.1,52.1,78.1,52.1,94,57,31.6,37.1,44.7,16.5,10.3,15.8,15.1,28.9
2016,1,8,11,99.3,99.3,74.5,49.7,74.5,49.7,89.7,54,30.2,35.4,42.6,15.7,9.8,15.1,14.4,27.6
2016,1,8,12,95.3,95.3,71.4,47.6,71.4,47.6,86,52,28.9,34,40.9,15.1,9.4,14.5,13.8,26.4
2016,1,8,13,103.6,103.6,77.7,51.8,77.7,51.8,93.6,57,31.5,37,44.5,16.4,10.3,15.7,15.1,28.8
2016,1,8,14,107.5,107.5,80.6,53.7,80.6,53.7,97,59,32.6,38.3,46.1,17,10.6,16.3,15.6,29.8
2016,1,8,15,103.1,103.1,77.4,51.6,77.4,51.6,93.1,57,31.3,36.8,44.3,16.3,10.2,15.7,15,28.6
2016,1,8,16,97.9,97.9,73.4,49,73.4,49,88.4,54,29.8,34.9,42,15.5,9.7,14.9,14.2,27.2
2016,1,8,17,88.9,88.9,66.7,44.5,66.7,44.5,80.3,49,27,31.7,38.2,14.1,8.8,13.5,12.9,24.7
2016,1,8,18,85.7,85.7,64.3,42.9,64.3,42.9,77.4,47,26,30.6,36.8,13.6,8.5,13,12.5,23.8
2016,1,8,19,91.1,91.1,68.3,45.5,68.3,45.5,82.2,50,27.7,32.5,39.1,14.4,9,13.8,13.2,25.3
2016,1,8,20,91.4,91.4,68.6,45.7,68.6,45.7,82.6,50,27.8,32.6,39.3,14.5,9.1,13.9,13.3,25.4
2016,1,8,21,93.4,93.4,70,46.7,70,46.7,84.3,51,28.4,33.3,40.1,14.8,9.2,14.2,13.6,25.9
2016,1,8,22,87.1,87.1,65.3,43.6,65.3,43.6,78.7,48,26.5,31.1,37.4,13.8,8.6,13.2,12.7,24.2
2016,1,8,23,80.1,80.1,60.1,40.1,60.1,40.1,72.4,44,24.4,28.6,34.4,12.7,7.9,12.2,11.6,22.2
2016,1,8,24,76.1,76.1,57.1,38,57.1,38,68.7,42,23.1,27.1,32.7,12.1,7.5,11.6,11.1,21.1
2016,1,9,1,64.8,64.8,48.6,32.4,48.6,32.4,58.5,36,19.7,23.1,27.8,10.3,6.4,9.8,9.4,18
2016,1,9,2,63,63,47.2,31.5,47.2,31.5,56.9,35,19.1,22.5,27,10,6.2,9.6,9.2,17.5
2016,1,9,3,60.6,60.6,45.4,30.3,45.4,30.3,54.7,33,18.4,21.6,26,9.6,6,9.2,8.8,16.8
2016,1,9,4,59.2,59.2,44.4,29.6,44.4,29.6,53.4,32,18,21.1,25.4,9.4,5.9,9,8.6,16.4
2016,1,9,5,58.9,58.9,44.2,29.5,44.2,29.5,53.2,32,17.9,21,25.3,9.3,5.8,9,8.6,16.3
2016,1,9,6,60.5,60.5,45.3,30.2,45.3,30.2,54.6,33,18.4,21.6,26,9.6,6,9.2,8.8,16.8
2016,1,9,7,72.5,72.5,54.4,36.3,54.4,36.3,65.5,40,22,25.9,31.1,11.5,7.2,11,10.5,20.1
2016,1,9,8,86.5,86.5,64.9,43.2,64.9,43.2,78.1,47,26.3,30.9,37.1,13.7,8.6,13.1,12.6,24
2016,1,9,9,93.6,93.6,70.2,46.8,70.2,46.8,84.5,51,28.4,33.4,40.2,14.8,9.3,14.2,13.6,26
2016,1,9,10,93.7,93.7,70.3,46.9,70.3,46.9,84.6,51,28.5,33.4,40.2,14.9,9.3,14.2,13.6,26
2016,1,9,11,89.3,89.3,67,44.6,67,44.6,80.6,49,27.1,31.8,38.3,14.2,8.8,13.6,13,24.8
